ARRIVAL_DELAY,DISTANCE,SCHEDULED_TIME,MONTH,SCHED_DEP_HOUR,SCHED_ARR_HOUR,FLIGHT_COUNT,DAY_OF_WEEK,ORIGIN_AIRPORT,DESTINATION_AIRPORT
69,954,168,6,18,21,182,7,SEA,LAX
307,1023,179,7,18,21,60,2,PBI,EWR
18,190,54,3,17,17,438,5,DFW,SHV
12,1927,290,2,17,18,181,6,DTW,SEA
-14,68,39,5,17,17,7,7,STT,SJU
-19,113,61,1,13,14,2,5,AZO,DTW
-16,1728,235,8,14,20,120,5,SAN,MDW
-35,2311,295,12,13,21,366,4,LAX,DCA
-7,280,76,9,7,8,127,5,PHL,BOS
41,733,135,9,20,23,578,3,ORD,LGA
44,628,117,2,15,16,378,1,DEN,LAS
-5,636,128,9,13,15,180,1,JFK,CHS
43,334,100,5,20,22,578,2,ORD,MSP
-17,1565,260,2,6,9,40,5,SJU,BWI
3,399,100,12,6,6,22,2,BOI,SEA
24,345,75,7,20,22,266,7,LAS,RNO
-19,525,108,6,11,12,121,3,SLC,RDM
42,177,66,3,19,21,578,1,ORD,IND
35,602,110,6,21,0,196,3,PHX,DEN
-13,447,95,7,20,22,240,7,SFO,SAN
-9,549,100,8,14,16,8,1,CAK,BOS
-19,157,60,12,12,14,578,7,ORD,FWA
-2,787,148,2,15,16,124,4,TPA,IAH
34,758,130,9,17,19,77,4,IAD,MCO
71,1073,160,1,18,21,214,4,MCO,ALB
-1,908,147,8,7,10,182,7,SEA,SBA
-25,632,134,7,14,16,172,1,BOS,DTW
-24,326,85,6,10,12,32,5,BUR,SFO
26,264,73,10,14,14,4,4,11193,13930
78,417,80,10,10,11,10,6,14679,14831
15,452,95,3,12,14,185,6,BWI,FNT
38,1201,198,11,11,13,61,6,CLE,DEN
-2,1927,253,9,7,14,182,6,SEA,DTW
-23,328,83,4,15,15,61,1,CLE,MKE
-20,531,114,4,6,7,3,2,ROA,ORD
51,399,107,11,17,18,172,4,BOS,DCA
103,632,132,6,21,23,172,2,BOS,DTW
-15,134,60,4,10,11,366,6,LAX,SMX
-5,259,67,8,9,10,581,2,ATL,CHS
-4,368,80,8,11,11,121,2,SLC,LAS
-4,160,51,1,8,8,3,7,YUM,PHX
89,2475,385,1,15,19,180,1,JFK,LAX
-8,453,92,6,10,12,13,7,LIT,ATL
-8,802,130,10,16,18,11,2,13204,11066
31,239,55,6,17,18,116,4,HOU,DAL
79,628,112,2,18,19,378,4,DEN,LAS
60,612,100,7,20,23,73,4,BNA,TPA
73,1121,170,5,21,0,214,2,MCO,BOS
0,1209,210,12,14,17,185,7,BWI,DAL
-5,284,75,6,22,23,164,4,MSP,GFK
-3,1167,190,4,7,9,217,4,EWR,MSY
-10,308,76,9,18,19,366,1,LAX,SJC
-6,1046,169,4,6,8,40,6,SJU,FLL
55,1096,201,2,18,21,229,6,LGA,MIA
67,1012,161,6,9,13,578,5,ORD,TPA
72,813,152,2,12,13,581,2,ATL,AUS
17,361,84,5,20,21,179,5,CLT,BWI
7,1709,245,9,18,20,86,5,STL,SEA
57,868,144,8,6,6,438,1,DFW,PHX
177,1120,171,1,17,21,578,4,ORD,RSW
-15,442,101,7,15,17,581,7,ATL,MLB
176,927,149,2,10,12,124,4,TPA,CLE
63,1416,253,2,18,21,229,5,LGA,IAH
-17,296,89,11,6,7,10,7,LEX,DTW
-1,820,142,11,9,11,33,2,JAX,EWR
43,986,152,6,19,23,438,4,DFW,DTW
-2,432,88,8,12,13,581,2,ATL,IND
-22,2586,332,11,7,15,240,6,SFO,JFK
117,438,86,8,15,17,196,2,PHX,GJT
7,973,145,10,14,17,9,4,11259,13204
-21,820,142,11,17,20,33,7,JAX,EWR
-8,601,120,5,8,9,118,1,DCA,MDW
48,2176,317,6,20,22,127,2,PHL,LAS
-17,1258,202,5,5,8,172,1,BOS,MIA
17,175,63,6,20,21,438,6,DFW,OKC
33,462,99,7,12,13,578,5,ORD,FSD
19,779,150,6,13,16,7,3,MOB,ORD
-18,767,136,9,12,15,438,7,DFW,TLH
47,372,85,2,18,20,60,1,SNA,SFO
22,2565,394,3,21,0,217,5,EWR,SFO
44,1008,194,6,17,19,217,2,EWR,MSP
-6,689,115,9,11,14,182,7,SEA,SLC
-13,1199,204,11,17,19,581,6,ATL,DEN
34,460,86,1,19,21,438,4,DFW,MCI
15,391,80,11,14,16,366,4,LAX,RNO
19,212,69,4,6,8,4,1,CWA,ORD
36,295,76,6,14,15,5,5,LCH,DFW
15,507,96,4,19,21,179,2,CLT,TPA
-11,356,83,12,14,15,581,2,ATL,RDU
18,1679,270,1,17,20,60,6,PBI,DEN
105,502,109,7,17,19,181,4,DTW,LGA
58,594,126,12,12,14,181,1,DTW,ATL
28,229,66,5,16,17,438,4,DFW,SJT
33,733,128,3,8,11,578,5,ORD,LGA
60,547,103,11,17,19,581,3,ATL,DCA
-15,1236,193,3,10,12,578,6,ORD,ELP
-12,835,149,10,18,20,22,7,11298,14457
-5,861,130,7,5,8,184,6,MDW,BOS
-1,641,119,1,16,19,378,3,DEN,DFW
11,308,79,9,13,14,7,2,BRO,IAH
34,1703,255,6,21,23,118,1,FLL,DEN
4,280,70,6,6,7,20,5,XNA,DFW
141,1440,228,8,9,11,578,1,ORD,PHX
-6,899,149,7,7,9,118,5,FLL,DCA
-12,2288,340,5,19,21,77,4,IAD,LAX
121,197,50,1,8,9,266,5,LAS,ONT
-14,666,120,9,17,19,68,2,MCI,HOU
17,544,118,6,7,9,229,5,LGA,CLT
189,731,132,6,18,19,581,4,ATL,DFW
-3,414,90,3,18,19,240,7,SFO,LAS
34,752,129,6,13,15,4,6,FCA,DEN
56,1120,170,2,13,17,578,4,ORD,RSW
42,305,68,2,19,20,260,4,IAH,MSY
-6,153,58,10,5,6,1,5,11996,10397
-4,534,118,4,19,21,77,3,IAD,ATL
15,2075,316,4,10,12,127,6,PHL,PHX
20,1290,180,2,19,0,378,4,DEN,PIT
-19,503,104,5,15,16,37,7,IND,MSP
29,334,87,6,16,17,578,1,ORD,MSP
14,480,90,5,17,19,120,4,SAN,SMF
45,697,120,3,17,19,182,7,SEA,SJC
40,1075,170,1,20,22,124,1,TPA,MKE
15,281,70,2,9,10,185,5,BWI,BUF
-12,1025,165,9,15,18,61,2,CLE,RSW
11,588,121,2,20,21,121,6,SLC,LGB
27,177,58,4,21,22,214,1,MCO,FLL
38,463,111,5,17,18,36,4,CMH,EWR
-18,442,101,6,17,19,3,7,MLB,ATL
-12,76,51,12,13,14,164,6,MSP,RST
69,948,140,3,20,23,67,1,SJC,DEN
7,872,141,3,9,13,378,2,DEN,MEM
16,733,171,3,17,19,229,4,LGA,ORD
-13,229,63,3,15,16,5,7,SJT,DFW
3,1325,206,9,12,17,260,1,IAH,PHL
2,991,149,3,17,20,121,1,SLC,MSP
-13,531,105,6,11,13,121,1,SLC,FCA
-7,1069,150,11,10,15,266,4,LAS,SAT
-13,337,70,9,17,18,366,2,LAX,SFO
71,337,75,3,17,18,240,7,SFO,LAX
-7,1192,161,3,7,11,438,2,DFW,DCA
29,714,115,4,20,22,581,7,ATL,AVP
-19,391,75,9,11,13,366,3,LAX,RNO
182,2342,331,8,21,23,124,1,MIA,LAX
12,373,87,9,18,19,366,5,LAX,SMF
15,304,72,2,21,21,196,1,PHX,SAN
-11,964,163,9,19,21,124,6,MIA,IAH
92,258,78,2,14,15,86,6,STL,ORD
-4,128,57,9,12,13,181,3,DTW,FWA
37,2370,330,6,20,22,127,7,PHL,SAN
22,1139,185,11,9,10,68,3,MCI,LAS
30,2039,280,8,20,22,214,1,MCO,LAS
-8,1197,204,2,14,16,124,2,MIA,ORD
22,888,166,12,15,17,578,4,ORD,DEN
-10,251,70,3,6,7,86,2,STL,MDW
20,258,87,5,16,17,86,1,STL,ORD
7,163,44,9,12,12,17,4,KOA,HNL
-5,671,125,1,8,10,182,2,SEA,OAK
-25,157,71,9,13,14,9,2,SBN,DTW
17,616,100,4,21,0,73,3,BNA,MCO
-19,557,115,9,9,11,578,4,ORD,FAR
36,266,68,3,21,22,366,2,LAX,MRY
-20,2227,298,2,10,18,266,2,LAS,EWR
-23,1020,167,10,7,10,13,6,13487,12953
-13,2475,307,1,21,5,366,5,LAX,JFK
-20,2075,308,8,15,18,127,5,PHL,PHX
-10,393,84,7,19,21,164,1,MSP,MCI
15,1597,271,12,10,13,172,2,BOS,IAH
71,480,85,3,20,22,60,4,SMF,SAN
-11,645,130,11,6,8,12,1,FNT,ATL
-10,722,120,1,12,14,16,6,SAV,LGA
9,435,94,3,10,10,438,5,DFW,ROW
100,2075,277,7,10,18,196,7,PHX,PHL
23,323,70,5,21,22,120,2,DAL,AMA
53,337,99,7,16,17,240,5,SFO,LAX
54,337,80,8,18,19,240,5,SFO,LAX
-12,404,95,9,8,10,214,3,MCO,ATL
21,908,140,2,19,23,164,1,MSP,IAD
-12,1337,216,4,9,11,179,1,CLT,DEN
-27,836,135,3,13,16,13,7,GEG,DEN
18,1035,175,8,18,21,60,7,PBI,LGA
-30,728,155,11,10,13,172,6,BOS,CLT
19,289,75,12,7,8,185,2,BWI,ALB
34,1389,206,6,13,17,438,2,DFW,LGA
-25,631,114,9,15,16,438,2,DFW,BNA
75,544,123,6,17,19,229,2,LGA,CLT
73,224,83,1,15,16,3,1,TVC,ORD
8,569,113,3,18,20,36,7,CVG,EWR
-9,252,66,6,9,10,8,3,GRB,MSP
23,391,85,4,19,20,121,3,SLC,DEN
-30,966,162,10,6,8,9,3,11697,12266
34,83,40,7,23,0,1,4,JMS,DVL
62,802,158,6,18,21,438,1,DFW,ORD
78,1739,238,12,10,16,67,2,PDX,ORD
67,1303,208,6,20,0,438,7,DFW,PHL
-11,2419,368,2,8,11,77,3,IAD,SFO
0,812,162,10,6,8,4,4,11193,11298
-23,1299,187,2,13,18,266,7,LAS,MSP
-11,422,85,5,11,11,121,6,SLC,RNO
-1,363,87,9,16,17,240,4,SFO,ONT
79,383,85,1,17,19,12,1,BTR,DFW
-10,491,85,5,12,13,68,5,MCI,BNA
6,356,93,11,17,18,48,2,RDU,ATL
-15,577,105,3,13,15,581,6,ATL,BWI
-10,1005,174,3,7,9,214,1,MCO,ORD
144,184,74,5,19,20,229,2,LGA,BOS
29,957,156,3,19,21,214,7,MCO,DTW
-3,407,82,5,6,7,90,5,OAK,LAS
48,600,116,6,19,21,45,1,RSW,CLT
-28,1754,242,10,12,18,26,6,11292,10721
176,554,113,6,20,22,581,3,ATL,CLE
-41,802,163,9,8,11,578,1,ORD,DFW
98,130,59,12,5,6,10,1,PIA,ORD
29,232,72,6,17,18,164,1,MSP,DSM
70,764,155,1,13,15,229,1,LGA,BNA
-10,446,85,6,8,9,120,1,SAN,OAK
193,1017,171,11,13,15,45,4,RSW,DFW
13,296,60,8,15,16,67,2,SJC,BUR
25,781,115,5,19,22,116,1,HOU,TPA
-8,432,97,12,19,20,581,3,ATL,IND
20,861,157,11,16,18,127,3,PHL,MCO
7,643,114,3,9,11,260,5,IAH,MCI
-3,1184,160,2,10,13,120,5,DAL,DCA
-4,528,116,7,15,16,181,5,DTW,MSP
-19,971,175,1,12,15,4,6,ISP,MCO
-23,746,162,11,16,19,217,6,EWR,ATL
-30,284,87,11,6,7,1,7,CIU,DTW
-10,507,95,5,7,9,196,7,PHX,SLC
-11,448,90,9,12,12,61,2,CLE,BNA
0,471,85,8,14,16,60,5,MSY,BNA
16,201,58,3,21,22,260,2,IAH,LFT
16,678,141,7,20,21,127,3,PHL,ORD
614,495,103,10,6,7,1,6,13851,11292
28,501,102,3,19,21,578,7,ORD,MHK
53,2565,330,5,23,8,240,5,SFO,EWR
-17,425,90,6,11,13,60,7,MSY,ATL
5,787,150,9,14,15,185,1,BWI,MEM
39,471,90,5,19,20,60,3,MSY,BNA
-13,425,100,3,11,12,581,7,ATL,MSY
165,1436,206,12,9,15,378,6,DEN,RDU
53,1120,180,12,14,18,578,3,ORD,RSW
15,1208,188,7,7,10,118,1,DCA,IAH
-7,762,144,7,6,8,229,2,LGA,ATL
69,997,165,3,19,21,124,4,TPA,MDW
-13,501,94,6,6,8,10,6,FAT,SLC
142,351,86,4,20,21,438,4,DFW,LFT
-13,447,90,9,6,7,240,5,SFO,SAN
-8,157,59,5,7,9,578,3,ORD,FWA
25,460,85,11,20,22,120,3,DAL,MCI
40,250,68,8,20,21,240,6,SFO,ACV
8,106,43,9,8,8,581,2,ATL,CHA
0,223,67,3,6,6,12,2,FNT,ORD
40,612,135,1,14,16,118,3,DCA,ORD
18,733,161,6,14,15,229,1,LGA,ORD
4,271,80,10,14,17,3,4,14193,10397
-12,200,54,2,11,13,3,5,EKO,SLC
134,861,160,5,20,21,172,1,BOS,MDW
-23,2611,384,8,7,11,172,4,BOS,LAX
23,472,95,5,20,22,185,1,BWI,CHS
-18,302,81,9,7,9,7,5,MOB,ATL
75,758,132,12,19,21,214,3,MCO,IAD
20,1121,175,10,9,13,22,3,11298,13303
-13,1751,225,11,12,18,120,5,SAN,BNA
-14,2153,336,9,6,9,180,3,JFK,PHX
-20,2475,395,12,18,21,180,2,JFK,LAX
-3,1076,150,3,12,17,266,1,LAS,TUL
68,913,141,7,13,16,124,2,TPA,ACY
43,711,125,6,14,17,184,2,MDW,EWR
17,1107,163,12,20,0,182,5,SEA,PHX
-12,184,85,10,17,18,13,4,12953,10721
49,742,147,5,18,20,127,4,PHL,JAX
15,758,131,8,12,14,77,3,IAD,MCO
-22,946,165,7,12,14,172,2,BOS,ATL
-11,762,175,1,18,20,229,7,LGA,ATL
12,447,91,11,22,23,581,3,ATL,CMH
-21,1192,197,8,5,8,118,1,DCA,DFW
15,118,55,8,16,18,578,5,ORD,MKG
-27,274,75,8,15,16,118,6,DCA,CAK
-28,1476,198,12,16,21,378,5,DEN,DCA
71,235,85,8,21,23,578,5,ORD,DTW
-3,738,115,11,17,20,86,3,STL,BWI
-16,235,80,9,19,20,181,1,DTW,ORD
18,2611,380,6,17,21,172,4,BOS,LAX
-20,550,114,11,5,7,67,1,PDX,SFO
2,216,50,7,7,8,68,4,HNL,ITO
0,337,70,9,17,18,366,2,LAX,SFO
23,331,84,6,15,16,7,3,FAY,ATL
-4,196,58,1,19,20,378,6,DEN,MTJ
-20,337,105,6,20,22,240,6,SFO,LAX
23,1947,315,4,20,22,581,1,ATL,LAX
-12,714,130,5,6,8,3,7,AVP,ATL
41,1927,250,6,8,15,182,6,SEA,DTW
-51,1325,220,7,16,19,127,6,PHL,IAH
-15,2565,368,6,5,8,217,4,EWR,SFO
16,1790,275,3,19,21,184,2,MDW,SMF
103,567,119,8,18,19,4,1,CHO,ORD
84,604,117,8,15,16,6,4,MOT,DEN
30,2248,289,2,11,19,266,1,LAS,JFK
17,318,70,8,17,19,52,4,MKE,CVG
-10,794,135,12,6,7,40,4,SAT,DEN
36,861,170,7,19,22,127,1,PHL,MCO
16,1197,203,9,20,22,124,1,MIA,ORD
54,1504,237,8,16,21,69,2,AUS,EWR
51,480,85,6,22,23,60,5,SMF,SAN
-3,946,148,3,21,0,581,3,ATL,BOS
38,197,57,5,21,22,118,5,FLL,TPA
75,1237,181,3,21,0,118,5,FLL,BOS
-23,2496,320,7,23,7,182,6,SEA,BOS
-16,2640,330,1,15,23,29,7,OGG,SEA
-13,270,85,7,17,18,33,6,JAX,ATL
38,433,86,10,13,15,47,4,10397,11617
-14,247,76,12,11,12,116,5,HOU,DFW
70,783,166,1,13,15,24,3,BDL,ORD
44,1199,173,7,14,18,378,1,DEN,ATL
15,937,145,11,7,9,182,6,SEA,BUR
23,200,70,2,17,18,217,2,EWR,BOS
86,299,85,6,20,21,578,6,ORD,DSM
218,84,50,6,18,18,9,1,SBN,ORD
36,866,145,1,7,9,5,3,LBE,TPA
-14,989,163,7,12,14,438,7,DFW,SLC
-4,639,119,11,7,9,18,6,TUS,DEN
16,423,85,11,8,9,184,2,MDW,OMA
101,1303,206,7,12,16,438,4,DFW,PHL
-1,1189,188,5,16,19,40,2,SJU,MCO
15,315,79,6,19,21,578,3,ORD,CLE
47,130,59,2,10,11,10,4,PIA,ORD
152,312,69,1,21,23,438,7,DFW,AMA
15,296,81,3,11,12,19,3,ORF,LGA
87,2586,332,6,22,7,240,6,SFO,JFK
-1,1788,235,10,10,17,14,3,14107,15304
-17,547,102,5,11,13,581,5,ATL,DCA
-8,1085,187,1,5,8,217,7,EWR,MIA
-16,577,108,11,22,23,581,4,ATL,BWI
93,1735,253,5,16,22,240,5,SFO,STL
-9,405,80,3,8,9,68,2,MCI,MDW
38,1464,231,4,17,19,438,4,DFW,SFO
-11,1013,161,2,7,10,124,7,MIA,PHL
41,319,65,6,6,7,9,1,MAF,DAL
-11,763,125,3,5,7,67,5,PDX,LAS
-8,338,77,7,20,21,196,5,PHX,SNA
-6,130,52,11,18,18,179,5,CLT,RDU
-12,386,80,7,10,12,266,7,LAS,SJC
-6,1464,212,9,5,10,240,3,SFO,DFW
121,964,163,7,19,21,124,6,MIA,IAH
-20,762,134,11,6,8,581,6,ATL,LGA
27,108,58,2,11,12,10,3,MSN,ORD
-22,1750,275,10,5,8,11,5,13232,12892
-4,399,83,9,6,7,118,5,DCA,BOS
2,495,85,9,14,16,378,4,DEN,OKC
-14,990,165,6,6,8,214,4,MCO,MDW
-10,813,129,3,16,20,18,3,TUS,DFW
70,957,140,4,20,23,90,4,OAK,DEN
-2,295,72,1,5,6,3,5,HRL,IAH
-11,1670,217,1,19,1,196,7,PHX,CMH
27,1180,165,2,13,16,45,4,RSW,BDL
76,1598,222,3,23,3,180,6,JFK,SJU
120,1442,230,11,19,20,120,4,DAL,SMF
-22,926,156,9,8,10,181,7,DTW,MSY
84,283,65,9,17,20,184,2,MDW,CMH
-11,522,105,8,7,8,578,2,ORD,XNA
-1,290,65,3,6,7,22,5,BOI,SLC
9,1005,174,10,19,21,11,7,13204,13930
211,2475,371,4,19,23,180,1,JFK,LAX
36,628,121,8,16,18,21,1,CHS,EWR
-6,2586,329,4,6,15,240,4,SFO,JFK
56,543,100,1,8,10,67,4,PDX,OAK
29,315,87,6,16,16,61,4,CLE,ORD
-29,569,119,3,9,11,36,3,CVG,EWR
28,898,146,10,13,16,1,5,14489,11292
-2,762,164,10,9,11,13,5,12953,10397
-18,990,169,2,6,8,36,2,CMH,MIA
74,259,75,6,19,20,581,6,ATL,CHS
7,425,86,5,19,21,60,5,MSY,ATL
45,325,65,5,15,17,90,1,OAK,BUR
-15,599,138,4,12,14,121,5,SLC,SFO
109,621,105,7,18,19,196,7,PHX,SJC
-14,448,85,5,14,15,86,1,STL,MSP
21,569,113,3,18,20,36,1,CVG,EWR
-8,1379,192,9,7,13,366,5,LAX,IAH
-22,1452,250,2,13,15,77,2,IAD,DEN
-1,416,101,11,9,10,217,2,EWR,RDU
-3,986,165,2,12,13,30,3,OKC,LAS
20,1587,265,11,21,23,581,1,ATL,PHX
-27,2026,255,1,16,23,266,2,LAS,RDU
36,948,145,7,13,16,67,6,SJC,DEN
6,651,110,9,10,13,60,5,MSY,CLT
-21,1069,175,11,19,22,118,1,FLL,JFK
-7,189,60,6,18,19,69,1,AUS,DAL
25,528,115,12,17,18,5,3,SCE,ORD
-10,528,124,2,17,18,5,4,SCE,ORD
57,674,120,7,14,15,438,3,DFW,DRO
20,386,80,4,18,19,266,4,LAS,SJC
11,781,120,5,10,13,116,4,HOU,TPA
1,967,168,10,11,13,26,2,11292,14771
13,550,118,1,6,8,86,5,STL,DFW
16,2454,391,1,18,22,180,4,JFK,PDX
3,214,68,4,10,11,16,5,SAV,ATL
66,529,102,8,22,23,179,4,CLT,EWR
101,1096,204,9,12,15,229,4,LGA,MIA
-3,393,81,9,15,16,68,7,MCI,MSP
314,813,132,11,16,20,69,7,AUS,ATL
20,1927,250,4,11,18,182,4,SEA,DTW
6,393,80,6,16,17,68,5,MCI,MSP
-5,302,73,5,11,11,581,3,ATL,MOB
-1,2475,375,11,13,16,180,2,JFK,LAX
-6,189,55,5,16,16,69,2,AUS,DAL
6,667,119,3,7,9,27,6,RIC,MCO
8,2442,320,5,14,22,240,3,SFO,DCA
-6,235,86,3,8,9,181,1,DTW,ORD
16,733,134,8,13,17,578,1,ORD,LGA
3,645,142,4,9,11,217,3,EWR,IND
46,666,120,7,22,0,581,4,ATL,PHL
4,448,87,4,15,17,12,5,BTR,ATL
28,622,142,1,12,14,185,1,BWI,ORD
34,802,134,2,18,21,438,4,DFW,ORD
-7,1013,171,9,7,10,127,2,PHL,MIA
2,771,140,10,16,17,2,5,15412,12266
-2,978,158,5,8,11,69,6,AUS,ORD
-21,680,125,9,6,7,164,7,MSP,DEN
43,942,185,12,18,20,172,3,BOS,BNA
24,404,90,4,17,18,214,1,MCO,ATL
83,922,183,2,18,20,8,2,CAE,DFW
33,985,173,1,12,13,214,6,MCO,DFW
90,1067,160,6,17,22,266,1,LAS,DAL
15,67,49,4,15,15,578,6,ORD,MKE
-12,390,75,4,21,23,29,7,ONT,SMF
85,1444,205,8,5,11,196,3,PHX,MDW
47,909,135,12,13,17,60,3,SMF,DEN
-19,728,140,9,8,10,172,5,BOS,CLT
6,89,49,9,8,9,366,1,LAX,SBA
-17,891,165,4,6,8,77,7,IAD,RSW
-22,472,102,11,11,11,33,1,OMA,DEN
0,337,90,9,13,14,240,2,SFO,LAX
-15,323,94,12,14,15,10,5,LEX,ORD
-11,391,90,5,20,21,121,5,SLC,DEN
-20,780,138,8,7,9,581,1,ATL,HPN
-15,363,84,6,8,8,181,5,DTW,EVV
21,416,100,2,18,19,33,1,OMA,ORD
-20,1651,256,6,10,12,578,2,ORD,PSP
7,1874,251,10,10,16,17,1,14747,12266
19,196,58,2,17,18,378,5,DEN,MTJ
104,950,157,3,14,16,214,6,MCO,LGA
24,220,70,7,18,19,4,2,ISP,BWI
-6,991,145,3,15,18,67,3,PDX,DEN
139,406,99,2,16,18,124,3,TPA,ATL
68,363,86,4,17,19,29,4,ONT,SFO
46,1005,155,3,14,18,578,4,ORD,MCO
-7,920,165,4,8,10,127,3,PHL,TPA
26,313,82,2,11,12,378,6,DEN,GCC
76,414,96,6,19,21,266,2,LAS,SFO
-6,677,120,4,8,9,28,7,ABQ,LAX
22,842,125,12,13,16,184,1,MDW,PVD
57,315,85,8,6,7,61,3,CLE,ORD
-18,1005,180,11,12,14,214,1,MCO,ORD
1,1205,179,4,7,12,60,5,SNA,DFW
68,304,82,4,6,7,13,5,LIT,DFW
32,978,160,6,9,12,69,3,AUS,ORD
54,651,115,6,13,15,378,4,DEN,DAL
-12,2442,319,8,14,22,240,5,SFO,DCA
-7,594,109,3,7,9,581,2,ATL,MIA
26,921,152,7,20,22,124,4,MIA,IAD
-5,930,165,9,13,15,179,6,CLT,MSP
-17,1325,203,5,7,11,260,2,IAH,PHL
199,1476,205,12,17,23,240,1,SFO,DAL
80,566,123,11,8,10,9,4,SBN,ATL
16,1189,171,7,20,23,40,6,SJU,MCO
84,158,58,6,18,19,1,1,ABI,DFW
40,502,109,12,16,17,181,4,DTW,LGA
4,1182,196,9,18,21,118,6,FLL,ORD
-16,296,70,4,17,18,13,3,LIT,DAL
23,738,162,12,6,8,22,7,HPN,ORD
21,373,85,6,19,20,60,6,SMF,LAX
5,281,70,12,15,16,22,3,BUF,BWI
-10,591,125,11,19,20,581,7,ATL,MDW
-17,2552,327,9,0,7,23,7,ANC,PHX
10,491,109,5,6,8,29,3,MEM,ORD
29,1249,180,3,19,22,45,5,RSW,BOS
18,2311,357,12,17,20,118,4,DCA,LAX
19,3711,427,12,18,5,29,1,OGG,DFW
18,1562,270,5,17,21,172,4,BOS,DFW
-14,1747,245,6,7,14,266,2,LAS,ATL
28,2218,296,6,22,6,366,6,LAX,MCO
-9,948,158,1,6,8,36,5,CVG,MIA
-20,602,110,7,21,21,378,3,DEN,PHX
22,250,83,4,11,13,8,5,VPS,ATL
3,328,75,11,18,19,28,1,ABQ,PHX
3,588,119,4,11,13,578,2,ORD,ICT
2,351,74,4,13,15,260,1,IAH,JAN
-12,356,81,1,8,10,581,5,ATL,RDU
67,377,80,12,20,21,185,3,BWI,MHT
25,957,157,6,15,17,181,6,DTW,MCO
81,748,135,1,17,19,366,6,LAX,EUG
33,423,80,7,15,16,184,2,MDW,OMA
0,528,100,1,13,13,69,6,AUS,ELP
37,2239,326,8,19,21,48,4,RDU,LAX
44,447,95,1,21,22,581,1,ATL,CMH
15,685,141,2,5,8,12,6,CID,DFW
200,271,65,7,19,21,184,3,MDW,SDF
17,489,101,12,13,16,3,2,RAP,MSP
16,868,150,7,22,22,438,1,DFW,PHX
63,1183,202,6,13,16,229,7,LGA,MSY
181,495,105,7,17,18,185,1,BWI,SDF
-20,516,102,9,14,15,581,2,ATL,ORF
-5,140,51,7,8,9,438,5,DFW,GGG
-2,605,105,4,16,18,60,4,SMF,SEA
29,581,107,1,21,23,118,5,FLL,ATL
15,106,41,4,14,14,581,1,ATL,CHA
-6,300,78,5,6,7,3,7,RAP,DEN
76,728,144,6,19,21,172,1,BOS,CLT
25,408,99,3,18,20,22,5,JAN,DFW
-2,1142,170,6,11,13,214,5,MCO,MHT
112,1726,240,3,7,13,60,7,SNA,ORD
-20,325,80,12,6,9,29,1,ONT,PHX
46,2846,413,3,18,22,578,5,ORD,ANC
19,235,82,2,16,18,578,1,ORD,DTW
-5,239,55,10,21,21,10,1,12191,11259
-9,936,143,10,10,14,3,3,15376,12266
23,888,152,11,17,20,378,5,DEN,ORD
17,2521,327,7,22,7,240,5,SFO,PHL
26,787,135,5,20,23,214,3,MCO,BWI
79,733,135,6,17,20,578,2,ORD,LGA
-10,669,117,11,10,12,52,2,MKE,ATL
77,925,155,5,20,23,118,7,FLL,BWI
-26,1618,205,2,10,16,266,5,LAS,BHM
-20,337,95,4,8,10,240,6,SFO,LAX
-10,448,93,10,16,17,47,2,10397,13377
-18,649,113,3,19,21,22,7,BOI,DEN
-15,109,51,1,20,20,366,6,LAX,SAN
-6,528,117,5,18,19,11,2,ROC,ORD
-3,641,117,2,14,17,378,3,DEN,DFW
31,668,135,6,20,21,127,4,PHL,MDW
15,691,120,4,10,12,438,1,DFW,MLI
-17,408,92,2,7,9,164,2,MSP,GRR
90,533,100,7,20,23,378,2,DEN,MCI
35,1598,249,3,14,19,40,2,SJU,JFK
-10,802,145,12,6,8,438,7,DFW,ORD
46,308,65,5,21,22,366,2,LAX,SJC
70,433,86,11,21,22,581,7,ATL,EWN
-7,270,80,9,11,13,33,1,JAX,ATL
3,357,92,3,7,8,3,1,ROA,ATL
21,444,89,10,13,14,3,5,10994,11278
14,110,54,4,8,9,15,3,PSP,LAX
-17,386,85,3,7,9,266,1,LAS,SJC
9,157,65,2,14,14,6,6,FWA,ORD
15,588,109,12,18,21,13,3,LGB,SLC
15,1605,266,3,14,16,217,5,EWR,DEN
22,143,50,11,23,23,581,7,ATL,AGS
173,680,121,6,19,22,378,5,DEN,MSP
115,805,146,2,15,18,27,7,RIC,FLL
16,816,115,12,20,23,116,4,HOU,JAX
-17,2139,278,2,12,19,240,1,SFO,ATL
-3,787,160,1,14,15,185,4,BWI,MEM
19,372,90,7,20,22,240,4,SFO,SNA
33,2075,296,7,20,22,127,5,PHL,PHX
5,629,124,5,20,21,181,1,DTW,MCI
-4,209,76,4,6,7,10,3,FAT,LAX
-28,783,154,7,11,12,24,2,BDL,ORD
15,373,87,4,12,13,60,1,SMF,LAX
70,1050,165,6,18,21,182,3,SEA,SAN
9,4983,575,9,15,6,68,5,HNL,JFK
-36,1506,250,1,9,11,14,7,SDF,PHX
24,711,120,3,10,13,184,5,MDW,EWR
103,456,86,7,10,12,378,5,DEN,LBB
-4,325,65,5,18,19,90,4,OAK,BUR
52,1222,181,8,21,22,260,7,IAH,LAS
24,1892,248,12,11,18,120,7,SAN,ATL
